chunk_id,document_id,location,section_type,section_title,chunk_index,total_chunks,text,tokens,characters,has_dates,has_legal_refs,dates,case_numbers
6750524485b6640290c37b08_1,6750524485b6640290c37b08,6.HukukDairesi,OTHER,1. Kabule göre de,1,2,"karşı bir sorumluluğu yoktur. İşveren ile yüklenicinin Kanunu’na göre işçiye karşı müteselsilen sorumlu olmasına rağmen rücu ilişkisinde taraflar arasında imzalanan sözleşmenin uygulanması sözleşme hukukunun en temel ilkelerindendir. İşçilik alacakları işveren tarafından ödenen işçinin; yüklenici işçisi olması, sözleşme ücretine işçinin ücret ve sosyal haklarının dahil olması, işverenin işçilik alacaklarından sorumlu olacağına dair sözleşmede bir hüküm bulunmaması hususları nazara alındığında davacı işverenin işçiyi çalıştıran yüklenicilerden ödediği bedeli ve ferilerinin tamamını talep etme hakkı bulunduğunun kabulü gerekir Hizmet alım ihaleleri aynı yüklenici tarafından alındığı gibi, değişik yükleniciler tarafından da alınabilmektedir Bu halde işyeri devri suretiyle işçiler yeni yükleniciye devredildiği için hizmet akitleri kesintiye uğramadan devam etmekte ve işçilik alacakları da bu doğrultuda hesaplanmaktadır. İşçiye ödenen kıdem tazminatı ... sözleşmesinin feshedildiği tarihteki giydirilmiş ücret üzerinden hesaplanmakta olup bu kıdem tazminatının tamamından işçiyi çalıştırdıkları dönemle orantılı olarak yükleniciler işverene karşı sorumludurlar Yıllık izinler kullanılmadığı taktirde ... sözleşmesinin feshi ile ücrete dönüşmektedir Sözleşmeyi feshedenin son yüklenici olduğu ve yıllık izinlerinde bu fesih ile ücrete dönüştüğü gözönüne alındığında yıllık izin ücretinden son yüklenici sorumlu olacaktır. İhbar tazminatından son işveren sorumludur Bunların dışında hafta tatil ücreti, ücret alacağı, fazla mesai ücreti gibi işçiye ödenen tazminatlardan yükleniciler işverene karşı işçiyi çalıştırdıkları dönemle sınırlı olarak sorumlu olacaklardır. İşveren tarafından bu ödemelerin feri mahiyetinde yapılan ödemeler de ayrı esasla yüklenicilerden tahsil edilebilecektir Yükleniciler aleyhine açılan rücu davalarında ayrı sözleşmelerle hizmet ifa eden yükleniciler mecburi dava arkadaşı olmadığı gibi borçtan müteselsilen sorumlu olacaklarına ilişkin kanun hükmü veya sözleşme bulunmamaktadır Bu nedenle alacak davalarında her davalı aleyhine ayrı tahsil hükmü kurulmalıdır Somut olayda; kıdem tazminatının tamamından işçiyi çalıştırdıkları dönemle orantılı olarak yükleniciler davacı idareye karşı sorumlu olup davalıların ödenen bedelin yarısından sorumlu tutulması doğru görülmemiştir. 3",896,2314,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,DAVA,2. Mahkemece davalılardan,0,1,2. Mahkemece davalılardan ... Hizm. Tic Ltd. Şti yönünden dava dışı işçinin hizmet cetveli ve işe giriş bildirgeleri incelendiğinde bu şirket bünyesinde ve belirtilen dönemde bir çalışmasının bulunmadığı belirtilerek bu şirket yönünden davanın reddine karar verilmiş ise de; incelemenin ... Mahkemesi dosyasında bulunan belgelerle sınırlı olarak yapıldığı anlaşılmıştır. Aynı ... Mahkemesi dosyasında dava dışı işçinin ... şirketine hitaben yazdığı emeklilik nedeniyle istifa dilekçesi ve ... şirketinin aynı işçiye hitaben düzenlediği hizmet belgesinin bulunduğu anlaşılmaktadır. Bu halde dava dışı işçinin bu şirkette çalışmasının bulunup bulunmadığı hususunda tereddüt oluşmuş olup dosya kapsamında yapılan inceleme hükme elverişli görülmemiştir. Mahkemece yapılması gereken ... dava dışı işçinin SGK işe giriş ve çıkış bildirgeleri ile hizmet dökümünün dosya kapsamına kazandırılarak işçinin bu şirkette çalışmasının bulunup bulunmadığı usulünce araştırılarak sonucuna göre karar verilmesi ibarettir. 3.,384,1007,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b08_0,6750524485b6640290c37b08,6.HukukDairesi,DAVA,3. Davacı tarafça dava konusu edilen alacağa ticari faiz talep edildiği mahkemece kısmen kabule karar verilen miktar yönünden yasal faize hükmedildiği anlaşılmaktadır,0,1,"3. Davacı tarafça dava konusu edilen alacağa ticari faiz talep edildiği mahkemece kısmen kabule karar verilen miktar yönünden yasal faize hükmedildiği anlaşılmaktadır. Davalılar tacir olup dava konusu alacak ticari işletmesi ile ilgili olduğundan 6102 Sayılı Türk Ticaret Kanununun 19/2.maddesine göre; taraflardan yalnız biri için ticari ... niteliğinde olan sözleşmeler, Kanunda aksine hüküm bulunmadıkça, diğeri için de ticari ... sayılır ve dava konusu alacak için ticari (avans) faizi istenebilir. Hal böyle olunca mahkemece hükmedilen alacağa ticari (avans) faizi uygulanmasına karar verilmesi gerekirken yasal faiz uygulanmasına karar verilmesi doğru görülmemiştir.",255,672,True,True,"[""10.04.1992"", ""05.02.2024""]","[""2023/4462 E."", ""2024/493 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,DAVA,K. Taraflar arasındaki konkordatonun tasdiki davasından dolayı yapılan yargılama sonunda,0,1,"K. Taraflar arasındaki konkordatonun tasdiki davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın kabulüne karar verilmiştir. Kararın fer'i müdahil ... Elektrik Perakende A.Ş. vekili ve asli müdahil ... ... ... Tıp Lab Teşhis Tedavi .... A.Ş. vekilince istinaf edilmesi üzerine, Bölge Adliye Mahkemesince başvurunun kabulü ile İlk Derece Mahkemesi hükmü kaldırılarak yeniden esas hakkında hüküm kurulmak suretiyle davanın reddine karar verilmiştir. Bölge Adliye Mahkemesi kararı ... ... ... Tıp Lab Teşhis Tedavi .... A.Ş. vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer usul eksiklikleri yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildikten ve Tetkik Hâkimi tarafından hazırlanan rapor dinlendikten sonra dosyadaki belgeler incelenip gereği düşünüldü:",319,835,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,DAVA,I. DAVA Davacı vekili dava dilekçesinde özetle,0,1,"I. DAVA Davacı vekili dava dilekçesinde özetle; davacı şirketin, maliyetlerin artması, döviz kurundaki dalgalanmalar ve enflasyon nedeniyle ekonomik darboğaza girdiğini, sundukları konkordato projesinin uygulanması halinde borçları ödeyebileceklerini ileri sürerek, konkordato tedbirlerine hükmedilmesini, İİK’nın 285. vd. maddeleri uyarınca geçici ve kesin mühlet kararları verilmesini ve sonucunda konkordatonun tasdikini talep etmiştir.",167,439,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,DAVA,I. CEVAP Bir kısım müdahiller davanın reddini istemiştir,0,1,"I. CEVAP Bir kısım müdahiller davanın reddini istemiştir. III. İLK DERECE MAHKEMESİ KARARI İlk Derece Mahkemesinin yukarıda tarih ve sayısı belirtilen kararı ile konkordatonun tasdikine ilişkin şartların oluştuğu gerekçesi ile davanın kabulüne karar verilmiştir. IV. İSTİNAF A. İstinaf Yoluna Başvuranlar İlk Derece Mahkemesinin yukarıda belirtilen kararına karşı süresi içinde ... Elektrik Parakende A.Ş. vekili ve ... ... ... Tıp Lab Teşhis Tedavi .... A.Ş. vekili istinaf başvurusunda bulunmuştur. B. İstinaf Sebepleri Alacaklı ... ... Tıp Lab. Teş. Ted. Merkezleri ve İşletmeleri A.Ş. vekili istinaf dilekçesinde, alacaklarının artan enflasyon karşısında eritildiğini, konkordatonun dolaylı yoldan tenzilat konkordatosuna çevrilmekte olduğunu, 8.846.323,48 TL kaynak fazlalığının olduğunu, 131.264.384,89 TL duran varlığı olan şirketin kısa vadede tüm adi alacaklarını ödeyebileceğini, hatta toplam borcu dahi ödeyebileceğinin ortada olduğunu beyan ederek kararın kaldırılmasına ve davanın reddine karar verilmesini istinaf başvuru sebebi olarak ileri sürmüştür. Alacaklı ... Elektrik Perakende Satış A.Ş. vekili istinaf dilekçesinde özetle; davacının konkordatoya kötü niyetli olarak başvurduğunu, tasdik için gereken şartların oluşmadığını beyan ederek kararının kaldırılmasına ve davanın reddine karar verilmesini istinaf başvuru sebebi olarak ileri sürmüştür.",534,1367,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,GEREKÇE,C. Gerekçe ve Sonuç Bölge Adliye Mahkemesinin yukarıda tarih ve sayısı belirtilen kararı ile istinaf başvurusunda bulunan,0,1,"C. Gerekçe ve Sonuç Bölge Adliye Mahkemesinin yukarıda tarih ve sayısı belirtilen kararı ile istinaf başvurusunda bulunan ... ... Tıp Lab. Teş. Ted. Merkezleri ve İşletmeleri A.Ş. vekili İİK’nın 308/a maddesi uyarınca red oyu kullanmasına rağmen süresinde itiraz etmediği gerekçesi ile istinaf başvurusunun esastan reddine karar verilmiş, Alacaklı ... Elektrik Perakende Satış A.Ş. temyiz itirazları yönünden ise davacı şirketin borca batık olmadığı, 24 ay vadede ve %1 basit faiz ile borçlarını indirdiği, projede alacaklıları koruyacak hüküm bulunmadığı, ödeme teklifinin davacı şirketin ekonomik durumuna göre uygun olmadığı gerekçesi ile başvurunun kabulü ile davanın reddine karar verilmiştir. Bölge Adliye Mahkemesinin 23.06.2023 tarihli ek kararı ile kaldırılan hükmün yerine geçmek üzere davacı şirketin davadan feragat etmesi nedeni ile davanın reddine karar verilmiştir.",344,880,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,TEMYIZ,B. Temyiz Sebepleri Alacaklı,0,1,"B. Temyiz Sebepleri Alacaklı ... Tıp Lab. Teş. Ted. Merkezleri ve İşletmeleri A.Ş. vekili temyiz dilekçesinde; davacının 2014 yılından beri iflas erteleme sürecinde olduğunu, arkasından konkordato talep ettiğini, kanuna karşı hile yaparak zaman kazandığını, ... bu dosya kesinleşmeden malvarlığının terkini sureti ile konkordato talep ettiğini, bu davadan feragat etmesinin amacının ise üst mahkemede iflas ile ilgili inceleme yapılmamasına ilişkin olduğu, davacı şirketin yeniden borca batıklığının değerlendirilmesi gerektiğini beyan ederek kararın bozulmasını istemiştir.",215,574,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,OTHER,1. Uyuşmazlık ve Hukuki Nitelendirme Uyuşmazlık,0,1,"1. Uyuşmazlık ve Hukuki Nitelendirme Uyuşmazlık, konkordatonun tasdiki istemine ilişkindir. 2. İlgili Hukuk 6100 sayılı Hukuk Muhakemeleri Kanununun (6100 sayılı Kanun) 369 uncu maddesinin birinci fıkrası ile 370 ve 371 inci maddeleri, İİK’nın 305 vd maddeleri.",113,261,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,TEMYIZ,2.Temyizen incelenen karar,0,1,"2.Temyizen incelenen karar, tarafların karşılıklı iddia ve savunmalarına, dayandıkları belgelere, uyuşmazlığa uygulanması gereken hukuk kuralları ile hukuki ilişkinin nitelendirilmesine, dava şartlarına, yargılama ve ispat kuralları ile kararda belirtilen gerekçelere göre usul ve kanuna uygun olup, müdahil vekilince temyiz dilekçesinde ileri sürülen nedenler kararın bozulmasını gerektirecek nitelikte görülmemiştir.",160,418,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b09_0,6750524485b6640290c37b09,6.HukukDairesi,KARAR,I. KARAR Açıklanan sebeplerle,0,1,"I. KARAR Açıklanan sebeplerle; Temyiz olunan Bölge Adliye Mahkemesi kararının 6100 sayılı Kanunun 370 inci maddesinin birinci fıkrası uyarınca ONANMASINA, Aşağıda yazılı harcın temyiz eden asli müdahil ... Tıp Laboratuvarı Teşhis Tedavi Merkezleri ve İşletmeleri Anonim Şirketine yükletilmesine, Dosyanın İlk Derece Mahkemesine, kararın bir örneğinin Bölge Adliye Mahkemesine gönderilmesine, 15.01.2024 tarihinde oy birliğiyle karar verildi.",178,441,True,True,"[""15.01.2024"", ""23.06.2023""]","[""2024/136 K."", ""2022/232 E."", ""2023/4229 E."", ""2022/417 K.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,OTHER,5. Hukuk Dairesi Taraflar arasında,0,1,"5. Hukuk Dairesi Taraflar arasında İlk Derece Mahkemesinde görülen ve istinaf incelemesinden geçen tapu iptali ve tescil davasında verilen karar hakkında yapılan temyiz incelemesi sonucunda, Dairece İlk Derece Mahkemesi kararının bozulmasına karar verilmiştir. İlk Derece Mahkemesince bozmaya uyularak yeniden yapılan yargılama sonucunda; davanın kabulüne karar verilmiştir. Bölge Adliye Mahkemesi kararı davacı vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer usul eksiklikleri yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildikten ve Tetkik Hâkimi tarafından hazırlanan rapor dinlendikten sonra dosyadaki belgeler incelenip gereği düşünüldü:",256,701,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,DAVA,I. DAVA Davacı vekili dava dilekçesinde özetle,0,1,"I. DAVA Davacı vekili dava dilekçesinde özetle; davacı ile davalı ... arasında arsa payı karşılığı inşaat sözleşmesi imzalandığını, sözleşme uyarınca arsa sahibi davacıya ait 2 ve 3 no.lu parsellerde bulunan payların davacı yüklenici şirkete devri karşılığı, yüklenici şirketin arsaya yapacağı binalardan, noter huzurunda çekilecek kura sonucu belirlenecek bir adet dairenin verileceğini, davacının 2 parselde bulunan hissesini 04.02.2011’de, 3 parselde bulunan hissesini de 07.02.2011’de tapuda yükleniciye devrettiğini, yüklenicinin inşaat ruhsatlarını alarak süresi içinde inşaatları tamamladığını, arsa sahiplerine tahsis edilmiş dairelerin kura çekilişlerinin 15.07.2012 tarihinde gerçekleştirildiğini, davacıya kurada B blok 12 no.lu dairenin isabet ettiğini, davalı yüklenicinin 22.10.2014 tarihinde kat irtifakı kurarak kat irtifak tapularını çıkarttığını, ancak yüklenicinin, davacı dahil 25 arsa sahibinin tapusunu devretmediğini, tapusu davacıya devredilmeyen 12 nolu dairenin diğer davalı ...’a 16.11.2017’de yüklenici tarafından satılıp devredildiğini öğrendiğini, yüklenicinin sözleşme ile kararlaştırılan edimini yerine getirmediğinden taşınmazda mülkiyet hakkının oluşmadığını, buna bağlı olarak da yükleniciden daire alan 3. kişi olan diğer davalının mülkiyet hakkının doğmadığını, yapılan satış ve devrin sebepten yoksun hale geldiğini ve yolsuz tescil durumuna düştüğünü, buna göre de davalıların iyi niyet iddiasında bulunamayacağını belirterek 12 no.lu dairenin davalı ... adına olan tapu kaydının iptali ile davacı adına tapuya kayıt ve tesciline, tapu kaydının iptali ile tapuya kayıt ve tescilinin mümkün olmaması halinde, daire bedeli olarak şimdilik 15.000,00 TL’nin davalı yüklenci şirketten tahsiline, yine sözleşmenin yerine getirilmemiş olması ve geciken ifa nedeniyle doğan şimdilik 5.000,00 TL zararın da yüklenici şirketten tahsiline karar verilmesini talep ve dava etmiştir.",750,1908,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,DAVA,1.Davalı,0,1,"1.Davalı ... vekili cevap dilekçesinde özetle; davalı müvekkilinin dava konusu gayrimenkulün diğer davalı ... yetkilisi ...’dan ... Bankasından kredi çekerek ve bu krediyi direkt davalı şirket hesabına ... ederek satın aldığını, davalının kendisinden beklenebilecek özen yükümlülüğünü de yerine getirdiğini ve tapu kütüğündeki tescile iyi niyetle dayanarak mülkiyet hakkını kazandığını savunarak davanın reddini talep etmiştir.",159,427,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,DAVA,2.Diğer davalı yüklenici şirket davaya cevap vermemiştir,0,1,"2.Diğer davalı yüklenici şirket davaya cevap vermemiştir. III. İLK DERECE MAHKEMESİ KARARI İlk Derece Mahkemesinin 22.09.2020 tarih ve 2018/686 Esas, 2020/372 Karar sayılı kararı ile, “Davalı yüklenici şirketin sözleşme ile kararlaştırılan edimini yerine getirmediğinden taşınmazda mülkiyet hakkı oluşmadığı, buna bağlı olarak yükleniciden daire alan 3. kişi olan diğer davalının mülkiyet hakkının doğmadığı ve yapılan satış ve devrin sebepten yoksun hale geldiği, yolsuz tescil durumuna düştüğü” gerekçesiyle dava konusu taşınmazın davalı ... adına olan tapu kaydının iptaline ve 16.080,00 TL tazminatın davalı yükleniciden tahsiline karar verilmiştir. IV. İSTİNAF A. İstinaf Yoluna Başvuranlar İlk Derece Mahkemesinin yukarıda belirtilen kararına karşı süresi içinde davalı ... vekili istinaf başvurusunda bulunmuştur.",328,820,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,GEREKÇE,B. Gerekçe ve Sonuç Bölge Adliye Mahkemesinin,0,1,"B. Gerekçe ve Sonuç Bölge Adliye Mahkemesinin 02.12.2020 tarih ve 2020/868 Esas, 2020/853 Karar sayılı kararı ile, yargılama gideri yönünden karar düzeltilerek esas hakkında yeniden hüküm kurulmuş ve davalı ... adına kayıtlı 12 no.lu tapu kaydının davacı adına tapuya kayıt ve tesciline ve 16.080,00 TL tazminatın davalı yüklenici şirketten tahsiline karar verilmiştir.",149,369,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,OTHER,2. Dairemizin,0,2,"2 Dairemizin 17.02.2022 tarihli ve 2021/2532 Esas, 2022/901 Karar sayılı ilamıyla; ""Mahkemece davalı ... hakkındaki tapu iptali ve tescil kararı davalı yüklenici şirketin arsa payı karşılığı inşaat sözleşmesinden doğan edimlerini yerine getirmemesi, bu nedenle tapuya hak kazanamaması, (taşınmazda mülkiyet hakkı oluşmaması) dolayısıyla davalı ...’ın da hak sahibi olamayacağı gerekçesine dayandırılmıştır Oysa davacı vekili dava dilekçesinin 4. bendinde “Yüklenicinin inşaat ruhsatlarını alarak süresi içinde inşaatları tamamladığını” belirtmiş, yine dava dilekçesinde yükleniciden eksik ve kusurlu işler bedeli ile ilgili bir talepte bulunmamıştır Mahkemece mahallinde yapılan keşif sonucu alınan bilirkişi raporu kapsamından da dava konusu dairenin ve dairenin içinde bulunduğu sitenin inşaatının tamamlandığı anlaşılmaktadır Davada arsa payı karşılığı inşaat sözleşmesinin feshi de talep edilmemiştir Davalı yüklenici şirket 15.07.2012 tarihli kura çekiliş tutanağı ile davacı arsa sahibine isabet eden dava konusu 12 no.lu daireyi 16.11.2017 tarihinde davalı ...’a tapuda devretmiştir Davalı ... tapu kütüğündeki kayda iyi niyetle dayanarak dava konusu dairenin mülkiyetini kazandığını savunmuştur Hukukumuzda, kişilerin satın aldığı şeylerin ileride kendilerinden alınabileceği endişesi taşımamaları, dolayısıyla toplum düzenini sağlamak düşüncesiyle, satın alan kişinin iyi niyetinin korunması ilkesi kabul edilmiştir Bir tanımlama yapmak gerekirse, iyi niyetten maksat ""hakkın doğumuna engel olacak bir hususun, hak iktisap edilirken kusursuz olarak bilinmemesidir"" Belirtilen ilke, TMK’nın 1023. maddesinde aynen ""tapu kütüğündeki sicile iyi niyetle dayanarak mülkiyet veya başka bir ayni hak kazanan üçüncü kişinin bu kazanımı korunur"" şeklinde yer almış, aynı ilke tamamlayıcı madde niteliğindeki 1024. maddede; ""Bir ayni hak yolsuz olarak tescil edilmiş ise, bunu bilen veya bilmesi gereken üçüncü kişi bu tescile dayanamaz"" biçiminde vurgulanmıştır",775,1961,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_1,6750524485b6640290c37b0a,6.HukukDairesi,OTHER,2. Dairemizin,1,2,"ve dairenin içinde bulunduğu sitenin inşaatının tamamlandığı anlaşılmaktadır Davada arsa payı karşılığı inşaat sözleşmesinin feshi de talep edilmemiştir Davalı yüklenici şirket 15.07.2012 tarihli kura çekiliş tutanağı ile davacı arsa sahibine isabet eden dava konusu 12 no.lu daireyi 16.11.2017 tarihinde davalı ...’a tapuda devretmiştir Davalı ... tapu kütüğündeki kayda iyi niyetle dayanarak dava konusu dairenin mülkiyetini kazandığını savunmuştur Hukukumuzda, kişilerin satın aldığı şeylerin ileride kendilerinden alınabileceği endişesi taşımamaları, dolayısıyla toplum düzenini sağlamak düşüncesiyle, satın alan kişinin iyi niyetinin korunması ilkesi kabul edilmiştir Bir tanımlama yapmak gerekirse, iyi niyetten maksat ""hakkın doğumuna engel olacak bir hususun, hak iktisap edilirken kusursuz olarak bilinmemesidir"" Belirtilen ilke, TMK’nın 1023. maddesinde aynen ""tapu kütüğündeki sicile iyi niyetle dayanarak mülkiyet veya başka bir ayni hak kazanan üçüncü kişinin bu kazanımı korunur"" şeklinde yer almış, aynı ilke tamamlayıcı madde niteliğindeki 1024. maddede; ""Bir ayni hak yolsuz olarak tescil edilmiş ise, bunu bilen veya bilmesi gereken üçüncü kişi bu tescile dayanamaz"" biçiminde vurgulanmıştır Üçüncü kişinin yolsuz kayda dayanarak ayni hak kazanımının korunabilmesi için tescilin yolsuzluğunu bilmemesi veya bilebilecek durumda olmaması gerekir Bu bağlamda, üçüncü kişilerin Medeni Kanun’un 3. maddesi çerçevesinde iyiniyetli olması esastır Buna göre, kendisinden beklenen özeni göstermeyen, tescilin yolsuz olduğunu bilen veya bilebilecek durumda olan üçüncü kişiler iyiniyet iddiasında bulunamazlar Üçüncü kişinin iyi niyetli olmadığını ispat etme yükü, iddia eden tarafa aittir Somut olayda arsa payı karşılığı inşaat sözleşmesi tapuya tescil edilmemiştir Davalı ...’ın dava konusu daireyi, davacıya ait olduğunu bilerek, davacının zararına hareket ederek ve muvazaalı şekilde satın aldığı iddia ve ispat olunamamıştır Kanunun iyi niyete sonuç bağladığı durumlarda asıl olan iyi niyetin varlığıdır Davalı ...’ın Türk Medeni Kanunun 1024. maddesi anlamında kötü niyetli üçüncü kişi olduğu kanıtlanmış değildir Davacı arsa sahibi tarafından sözleşmenin feshinin talep edilmemesi, edilse dahi yüklenici tarafından edimi yerine getirilmiş olduğundan sözleşmenin geriye etkili feshinin de mümkün olmaması nedeniyle dava konusu bağımsız bölüme ait tapu kaydının ancak yukarıda belirtilen muvazaanın isbat edilmesi halinde mümkün olabilecektir Bu durumda davalı ... hakkında açılan davanın reddine karar verilmesi gerekirken, yanılgılı gerekçeye dayalı olarak yazılı şekilde karar verilmesi doğru olmamıştır"" gerekçesiyle kararın bozulmasına karar verilmiştir",1042,2672,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
6750524485b6640290c37b0a_0,6750524485b6640290c37b0a,6.HukukDairesi,BOZMA,B. Bölge Adliye Mahkemesince Bozmaya Uyularak Verilen Karar Bölge Adliye Mahkemesinin yukarıda tarih ve sayısı belirtilen kararı ile bozma ilamındaki gerekçeyle,0,1,"B. Bölge Adliye Mahkemesince Bozmaya Uyularak Verilen Karar Bölge Adliye Mahkemesinin yukarıda tarih ve sayısı belirtilen kararı ile bozma ilamındaki gerekçeyle, ""Davacının tapu iptal ve tescil talebinin reddine, davacının tazminat talebinin kabulüne,daire bedeli olarak 320.000,00 TL tazminatın dava tarihi olan 12.07.2018 tarihinden itibaren yasal faiziyle birlikte davalı ... ... Mühendislik Ltd. Şti'nden tahsili ile davacıya ödenmesine,16.080,00 TL tazminatının dava tarihi olan 12.07.2018 tarihinden itibaren yasal faiziyle birlikte davalı ... ... Mühendislik Ltd. Şti'nden tahsili ile davacıya ödenmesine"" karar verilmiştir.",247,631,True,True,"[""12.07.2018"", ""04.02.2011"", ""16.11.2017"", ""02.12.2020"", ""22.09.2020"", ""08.06.2022"", ""07.02.2011"", ""17.02.2022"", ""22.10.2014"", ""15.07.2012"", ""28.03.2024""]","[""2024/775 K."", ""2022/3993 E.""]"
